price,location,bedroom_count,bathroom_count
2200,18,2, 1,0
1730,18,2, 1,0
2100,18,3, 3,0
8000,18,4, 3,1
1987,18,1, 1,1
2400,18,2, 2,0
3495,18,4, 2,0
2000,18,2, 2,0
1800,18,2, 2,1
2850,18,3, 2,1
3300,18,3, 2,0
2999,18,2, 2,0
3300,18,3, 1,0
1999,18,2, 2,0
3822,18,4, 4,1
1737,18,2, 1,0
4000,18,4, 3,1
2200,18,2, 1,0
1300,18,1, 1,0
1567,18,1, 1,0
1872,18,2, 1,0
1510,18,1, 1,0
1900,18,2, 2,0
1800,18,2, 2,0
1700,18,2, 1,0
1695,18,1, 1,0
1685,18,2, 1,0
1600,18,2, 2,0
1357,18,1, 1,0
1900,18,2, 1,0
2200,18,2, 2,0
2450,18,3, 2,0
2500,18,3, 3,0
1750,18,1, 1,1
1200,18,1, 1,0
1900,18,1, 1,0
1950,18,2, 1,0
1600,18,2, 1,0
2200,18,2, 2,0
1961,18,1, 1,0
2000,18,2, 2,0
2819,18,3, 2,0
1747,18,2, 1,0
1100,18,1, 1,0
1401,18,1, 1,0
2400,18,2, 2,0
2300,18,2, 1,0
2400,18,2, 2,0
3300,18,3, 2,0
1883,18,2, 1,0
1878,18,2, 1,0
2200,18,1, 1,0
2280,18,3, 2,0
1700,18,2, 1,0
2300,18,3, 3,0
3640,18,3, 3,0
1850,18,2, 2,1
1400,18,1, 1,0
4500,18,4, 2,0
2350,18,2, 2,0
1800,18,2, 2,0
1701,18,1, 1,0
1766,18,1, 1,0
3000,18,2, 3,0
1600,18,2, 1,0
1800,18,2, 1,1
1800,18,2, 2,0
1950,18,1, 1,0
2065,18,3, 3,0
2204,18,3, 1,1
1600,18,1, 1,0
1650,18,1, 1,0
2695,18,4, 2,1
1750,18,1, 1,0
1744,18,2, 1,0
1550,18,1, 1,0
2400,18,2, 1,0
2180,18,3, 3,0
3000,18,2, 2,0
1850,18,2, 2,0
1700,18,1, 1,0
1950,18,2, 1,0
1850,18,2, 1,0
1700,18,2, 1,0
2000,18,2, 2,1
2950,18,4, 2,0
1950,18,2, 2,0
3600,18,3, 2,1
1425,18,1, 1,0
970,18,1, 1,0
1700,18,2, 2,0
2000,18,3, 1,1
2300,18,2, 1,0
1875,18,2, 1,0
975,18,1, 1,0
1995,18,2, 1,0
1850,18,2, 2,1
2320,18,4, 3,1
2100,18,2, 1,0
2400,18,4, 3,0
1627,18,2, 2,0
1500,18,1, 1,0
2000,18,2, 1,1
1975,18,2, 1,0
1900,18,1, 1,0
1800,18,1, 1,0
1875,18,2, 1,0
2200,18,3, 2,0
2500,18,4, 2,0
1961,18,2, 1,1
1850,18,2, 1,0
1650,18,1, 1,0
2100,18,2, 1,0
2550,18,2, 2,0
1330,18,1, 1,0
1950,18,2, 1,0
1674,18,2, 1,0
2075,18,2, 2,0
2000,18,1, 1,0
1950,18,1, 1,0
2150,18,2, 2,0
1813,18,2, 2,0
1575,18,2, 1,0
1999,18,2, 2,0
3400,18,3, 2,0
1578,18,1, 2,0
1400,18,1, 1,0
1632,18,1, 1,1
1900,18,3, 3,0
2350,18,2, 3,0
2000,18,2, 1,0
1145,18,1, 1,0
2200,18,2, 1,0
1500,18,1, 1,0
1770,18,1, 1,0
1990,18,2, 2,0
2500,18,2, 2,0
2900,18,3, 2,0
2100,18,2, 2,0
1900,18,3, 3,0
3000,18,4, 4,0
2100,18,3, 2,1
1425,18,1, 1,0
1750,18,1, 1,0
1777,18,2, 1,0
1579,18,2, 1,0
1200,18,1, 1,0
1768,18,1, 1,0
1782,18,1, 1,0
1940,18,2, 2,0
1845,18,1, 1,0
2600,18,4, 1,0
1960,18,2, 2,0
1800,18,1, 1,0
1685,18,1, 1,0
2100,18,2, 1,1
1850,18,1, 1,0
1800,18,2, 2,0
2900,18,3, 2,1
1700,18,2, 2,0
1800,18,2, 2,0
1669,18,2, 2,0
2100,18,3, 1,1
3000,18,3, 2,1
1880,18,1, 1,0
2950,18,3, 1,1
2065,18,2, 1,0
2000,18,2, 2,0
1900,18,2, 2,1
4400,18,3, 3,0
1900,18,2, 1,0
4500,18,3, 2,0
1500,18,1, 1,0
1950,18,2, 1,0
2200,18,2, 2,0
2070,18,2, 2,0
2300,18,1, 1,1
2000,18,3, 1,1
2000,18,2, 1,0
1800,18,2, 2,0
1443,18,1, 1,0
2452,18,2, 2,0
1600,18,1, 1,0
1400,18,1, 1,0
1600,18,1, 1,0
3083,18,3, 2,1
2052,18,3, 2,0
2700,18,2, 2,0
1700,18,1, 2,0
2040,18,1, 1,0
1460,18,1, 1,0
2500,18,3, 2,1
1550,18,1, 1,0
3492,18,4, 1,0
2406,18,3, 1,0
2117,18,2, 1,0
5050,18,4, 2,1
2000,18,2, 1,0
1820,18,1, 1,0
1711,18,1, 1,0
1800,18,1, 1,0
3000,18,2, 3,0
2650,18,2, 3,0
1240,18,1, 1,0
2500,18,2, 2,1
1800,18,1, 1,0
2000,18,2, 2,0
1600,18,0, 1,0
2900,18,2, 2,0
2195,18,2, 1,0
2500,18,2, 1,0
1750,18,1, 1,0
1165,18,1, 1,0
950,18,1, 1,0
1450,18,1, 1,0
2250,18,2, 2,0
2690,18,2, 3,0
1580,18,1, 1,0
1750,18,2, 2,0
1600,18,1, 1,0
1750,18,1, 1,0
1845,18,1, 1,0
3580,18,2, 1,0
1800,18,1, 1,0
1935,18,2, 3,0
1752,18,1, 1,0
1500,18,1, 1,0
2450,18,3, 1,0
2500,18,2, 2,0
2700,18,2, 2,0
1500,18,2, 2,0
2100,18,3, 1,1
1600,18,1, 1,0
1685,18,2, 1,0
1726,18,3, 1,0
2150,18,2, 2,0
1673,18,2, 2,0
1600,18,1, 1,0
1595,18,2, 1,0
2999,18,2, 2,0
2150,18,3, 3,1
3850,18,2, 2,0
1667,18,2, 1,0
1785,18,2, 1,0
1775,18,2, 1,0
1400,18,1, 1,0
1710,18,2, 2,0
1304,18,1, 1,0
1599,18,2, 1,0
1800,18,2, 2,0
2044,18,2, 2,0
2100,18,3, 1,0
1883,18,1, 2,0
1892,18,3, 2,0
2347,18,3, 1,0
2216,18,4, 3,1
1500,18,1, 1,0
2750,18,3, 2,1
1600,18,2, 1,0
2000,18,2, 1,0
3037,18,4, 3,1
3200,18,2, 2,0
1250,18,1, 1,0
1614,18,2, 2,0
1900,18,2, 2,0
1600,18,1, 1,0
1612,18,1, 1,0
3500,18,2, 1,0
3500,18,2, 2,0
1900,18,2, 1,0
2650,18,2, 2,1
1400,18,1, 1,0
2300,18,2, 1,0
1850,18,1, 1,1
2500,18,4, 2,0
2000,18,3, 1,1
1695,18,1, 1,1
1500,18,1, 1,0
2000,18,2, 2,0
1800,18,2, 2,0
3350,18,3, 3,0
1395,18,1, 1,0
1900,18,1, 1,0
1800,18,1, 1,0
1500,18,1, 1,0
3450,18,3, 2,0
1800,18,2, 1,0
1700,18,1, 1,0
3700,18,4, 4,1
1400,18,1, 1,0
3700,18,2, 1,0
2000,18,1, 1,0
1900,18,2, 2,0
1997,18,2, 1,0
2700,18,2, 1,0
5000,18,2, 2,0
3771,18,4, 3,0
4000,18,3, 2,0
1730,18,2, 1,0
1450,18,1, 1,1
2000,18,2, 2,0
1239,18,2, 3,0
2232,18,2, 2,1
1890,18,2, 2,0
3500,18,4, 2,0
3000,18,2, 1,0
2000,18,2, 2,0
1875,18,3, 3,0
2400,18,2, 1,0
2100,18,2, 1,0
1200,18,1, 1,0
1200,18,1, 1,0
2150,18,2, 1,0
2000,18,2, 1,0
1200,18,1, 1,0
1600,18,1, 1,0
1700,18,1, 1,1
1750,18,2, 1,1
1500,18,1, 1,0
2000,18,3, 1,1
7000,18,3, 2,1
800,18,1, 1,0
2600,18,3, 2,1
2700,18,3, 1,0
7000,18,4, 2,1
2900,18,3, 1,1
2201,18,3, 3,0
4160,18,3, 2,1
1800,18,1, 1,0
1875,18,2, 2,0
2407,18,2, 1,0
2027,18,2, 2,0
1350,18,1, 1,0
2956,18,4, 2,0
1900,18,2, 2,0
2500,18,3, 2,1
3000,18,2, 2,0
6000,18,4, 3,1
2250,18,2, 2,0
1650,18,2, 2,1
1538,18,2, 2,0
1500,18,1, 1,0
1500,18,1, 1,0
2188,18,2, 2,0
2450,18,2, 1,1
3950,18,3, 3,1
1500,18,1, 1,0
1950,18,2, 1,0
2300,18,4, 2,0
2250,18,2, 1,0
1650,18,2, 1,0
3250,18,3, 2,1
2400,18,2, 2,0
1525,18,1, 1,0
1850,18,2, 2,0
1661,18,1, 1,0
2150,18,2, 2,1
1900,18,2, 3,0
2500,18,2, 1,0
3000,18,5, 3,0
5000,18,5, 3,1
2011,18,2, 1,0
3850,18,4, 2,0
2100,18,2, 2,0
2800,18,2, 2,1
3000,18,1, 1,1
2500,18,2, 1,0
1438,18,1, 1,0
2000,18,3, 1,0
2250,18,3, 3,0
3000,18,4, 3,1
1830,18,2, 1,0
2500,18,3, 1,0
2000,18,1, 1,0
1950,18,1, 1,0
2000,18,2, 2,0
1800,18,2, 1,0
2600,18,2, 2,0
1600,18,1, 1,1
1650,18,1, 1,0
3900,18,5, 3,1
4000,18,3, 2,0
2174,18,2, 2,0
1800,18,1, 1,0
1225,18,1, 1,0
3000,18,4, 3,0
1225,18,1, 1,0
2691,18,2, 2,0
2500,18,4, 3,1
2712,18,4, 2,1
1956,18,2, 1,0
1215,18,2, 1,0
1735,18,2, 1,0
1670,18,1, 1,0
1554,18,1, 1,0
1670,18,2, 1,0
1750,18,1, 1,0
2400,18,2, 2,0
1714,18,2, 1,0
2100,18,3, 1,0
2575,18,2, 1,0
1725,18,2, 1,0
2700,18,3, 2,0
1800,18,1, 1,0
2800,18,2, 1,0
3500,18,2, 2,0
2350,18,2, 2,0
2100,18,2, 1,0
3250,18,3, 3,0
1799,18,2, 2,0
1850,18,1, 1,0
2200,18,1, 1,0
2750,18,4, 2,1
1950,18,2, 2,0
1667,18,1, 1,0
1700,18,1, 1,0
2450,18,2, 2,0
1868,18,3, 1,0
2300,18,1, 1,0
1875,18,2, 1,1
2225,18,3, 3,0
2550,18,3, 1,0
1900,18,2, 1,0
4700,18,3, 3,1
4000,18,3, 3,1
1144,18,1, 1,0
2000,18,2, 2,0
1500,18,1, 1,0
2040,18,2, 1,0
3950,18,4, 3,1
2080,18,3, 1,0
1650,18,2, 2,0
2250,18,2, 1,0
1900,18,2, 2,0
2118,18,3, 2,0
2800,18,3, 2,0
6000,18,3, 4,0
1950,18,2, 2,0
3800,18,2, 2,0
3600,18,2, 2,0
2100,18,1, 1,1
2400,18,2, 2,0
3000,18,3, 3,0
1450,18,1, 1,1
1650,18,2, 1,0
3700,18,5, 4,1
2200,18,2, 1,1
1565,18,2, 1,0
1950,18,3, 1,1
1500,18,2, 1,0
2150,18,2, 1,0
2000,18,2, 1,0
2100,18,2, 1,0
3125,18,4, 3,1
2399,18,2, 2,1
1900,18,2, 2,0
1400,18,1, 1,0
1730,18,2, 1,0
2250,18,3, 2,0
4000,18,2, 3,0
1850,18,2, 1,0
7100,18,5, 5,1
7100,18,5, 5,1
2500,18,2, 1,0
2250,18,2, 2,0
1500,18,3, 1,0
3700,18,4, 2,1
4500,18,5, 4,1
2100,18,3, 3,0
2500,18,3, 1,0
2100,18,2, 2,0
3000,18,4, 2,0
1650,18,2, 2,0
2782,18,4, 4,0
2250,18,2, 1,0
1982,18,2, 1,0
4500,18,4, 4,0
1900,18,2, 2,0
3400,18,4, 2,0
2950,18,3, 3,0
2250,18,2, 1,0
2250,18,2, 2,0
1165,18,1, 1,0
1500,18,1, 1,0
2350,18,2, 1,0
3200,18,2, 2,0
3875,18,4, 3,0
2150,18,2, 1,0
2400,18,3, 2,0
1870,18,2, 1,1
2300,18,2, 2,0
9800,18,3, 2,0
2140,18,2, 1,0
11000,18,6, 4,1
2000,18,2, 2,0
15000,18,2, 3,0
2600,18,2, 1,0
2500,18,2, 2,0
1875,18,1, 1,0
1640,18,1, 1,1
2100,18,2, 1,0
1900,18,1, 2,0
3500,18,3, 1,0
2300,18,2, 1,0
2500,18,2, 3,0
2000,18,1, 2,0
1650,18,1, 1,0
2600,18,3, 2,0
2389,18,2, 1,0
2300,18,1, 1,0
1940,18,2, 2,0
2650,18,3, 2,0
2650,18,2, 2,1
2000,18,2, 1,0
4495,18,4, 2,1
1800,18,2, 1,0
2600,18,1, 1,0
1900,18,2, 1,0
1750,18,1, 1,0
2000,18,1, 1,0
1848,18,3, 1,1
3000,18,2, 2,0
1650,18,2, 1,1
3400,18,2, 2,0
1522,18,2, 2,0
2500,18,2, 1,0
1650,18,3, 3,0
2600,18,3, 3,0
1550,18,1, 1,0
1920,18,1, 1,1
1536,18,1, 1,0
1100,18,1, 1,0
2200,18,2, 2,0
2300,18,2, 2,0
2500,18,2, 2,0
3000,18,4, 2,1
2250,18,2, 1,0
5800,18,4, 5,1
2024,18,3, 3,0
1545,18,1, 1,0
1450,18,1, 1,0
2150,18,2, 1,0
3000,18,3, 2,1
1900,18,3, 3,0
3500,18,3, 3,0
2300,18,3, 1,0
2300,18,2, 1,0
3500,18,4, 4,0
3600,18,4, 4,0
2950,18,3, 2,0
2400,18,3, 3,0
1900,18,2, 1,0
3500,18,2, 2,1
1800,18,1, 1,0
9950,18,4, 3,1
10000,18,3, 4,0
2000,18,2, 2,0
2000,18,2, 1,0
1800,18,2, 2,0
1750,18,2, 2,1
2300,18,2, 2,0
2000,18,2, 1,0
1800,18,2, 1,0
1700,18,2, 1,1
1800,18,2, 2,0
1850,18,2, 1,1
1700,18,1, 1,0
2190,18,3, 2,0
6000,18,5, 3,0
5700,18,5, 4,1
4800,18,3, 4,0
2400,18,3, 3,0
3600,18,2, 2,0
2800,18,1, 1,0
1950,18,2, 1,1
2250,18,3, 1,0
1650,18,1, 1,0
1640,18,2, 1,0
4706,18,4, 3,1
1950,18,2, 2,0
4700,18,2, 2,0
2300,18,2, 1,0
1600,18,1, 1,0
2250,18,2, 2,0
2250,18,2, 2,0
6200,18,5, 4,1
2300,18,2, 2,1
1450,18,1, 1,0
2450,18,3, 1,1
1950,18,2, 2,0
1400,18,1, 1,0
2200,18,3, 2,1
1800,18,3, 1,0
1875,18,2, 2,0
2200,18,2, 2,0
2250,18,2, 1,0
1900,18,2, 1,0
1600,18,2, 1,1
2795,18,2, 2,0
2288,18,2, 2,0
1850,18,2, 2,0
3000,18,1, 1,0
1950,18,2, 1,0
950,18,1, 1,0
2350,18,2, 1,0
2100,18,2, 1,0
2000,18,2, 2,0
2400,18,2, 2,0
3500,18,4, 3,1
4995,18,3, 3,0
1900,18,1, 1,0
1550,18,2, 2,1
1800,18,3, 2,1
1600,18,1, 1,0
9950,18,4, 3,1
1750,18,1, 1,0
2200,18,3, 1,0
1799,18,1, 1,0
2025,18,2, 2,0
6500,18,2, 2,0
1400,18,2, 1,0
7500,18,4, 4,1
5500,18,5, 3,1
1698,18,1, 1,0
2100,18,2, 2,0
7250,18,3, 2,1
1925,18,1, 1,0
1850,18,1, 1,0
5000,18,4, 3,1
3750,18,3, 3,0
2500,18,2, 1,0
1599,18,1, 1,0
1200,18,1, 1,1
2000,18,2, 1,1
2000,18,3, 1,1
2000,18,2, 1,1
2990,18,3, 2,0
1775,18,3, 2,0
2200,18,2, 2,0
3600,18,1, 1,0
1900,18,2, 1,1
4600,18,2, 2,0
2500,18,3, 2,1
2450,18,1, 1,0
2900,18,2, 2,0
3900,18,3, 2,0
4500,18,3, 3,1
2800,18,1, 1,0
1550,18,1, 1,0
1550,18,1, 1,0
2040,18,2, 2,0
1675,18,1, 1,0
1950,18,2, 2,0
15000,18,5, 5,1
2000,18,2, 1,0
3750,18,4, 2,1
1280,18,1, 1,0
1875,18,2, 2,0
1800,18,1, 1,0
2195,18,2, 1,0
2100,18,3, 1,0
4500,18,1, 1,0
2629,18,4, 2,0
2700,18,2, 2,0
1950,18,1, 1,0
2025,18,2, 2,0
3100,18,3, 2,0
720,18,3, 3,0
880,18,2, 2,0
720,18,2, 2,0
880,18,2, 2,0
2800,18,2, 1,0
720,18,2, 2,0
1450,18,1, 1,0
1530,18,1, 1,1
2320,18,2, 2,0
7000,18,4, 3,1
3400,18,3, 2,0
2300,18,1, 1,0
2300,18,2, 2,0
1367,18,1, 1,0
1350,18,1, 1,1
1600,18,1, 1,0
3900,18,4, 1,1
1650,18,2, 2,1
1900,18,1, 1,0
2150,18,2, 1,1
1800,18,1, 1,0
3250,18,2, 2,0
1900,18,2, 1,0
1000,18,1, 1,0
1650,18,1, 1,0
1930,18,3, 3,0
2100,18,2, 2,0
1950,18,2, 2,0
1650,18,1, 1,0
4200,18,3, 2,0
3400,18,1, 1,0
6200,18,4, 3,0
2000,18,3, 1,0
2107,18,2, 2,0
1650,18,2, 1,0
2000,18,1, 1,0
2500,18,2, 2,0
3200,18,3, 2,0
4100,18,3, 2,0
9500,18,1, 7,0
4900,18,4, 5,0
1575,18,2, 2,0
1950,18,2, 2,0
3600,18,2, 4,0
5000,18,1, 2,1
1600,18,1, 1,0
2800,18,2, 1,0
1900,18,2, 1,0
1800,18,2, 1,0
8000,18,3, 3,0
1850,18,2, 2,0
2200,18,3, 2,0
2400,18,2, 2,0
2000,18,2, 2,0
1850,18,2, 2,0
2600,18,3, 3,0
1450,18,1, 1,0
1400,18,1, 1,0
1900,18,1, 1,0
2250,18,2, 2,1
3045,18,3, 3,0
3000,18,1, 1,0
1690,18,2, 1,0
3400,18,3, 3,1
950,18,1, 1,0
2500,18,2, 1,0
8500,18,3, 3,0
3500,18,2, 2,0
1650,18,2, 1,0
2335,18,2, 2,0
2850,18,3, 2,0
3500,18,3, 2,1
2000,18,1, 1,0
2325,18,2, 2,0
3000,18,3, 2,0
3600,18,2, 2,0
3400,18,1, 1,0
4500,18,3, 3,1
7500,18,7, 6,0
9500,18,5, 4,1
2200,18,2, 1,1
3600,18,1, 2,0
3750,18,2, 1,0
4100,18,1, 1,0
4050,18,2, 2,0
3900,18,1, 1,0
3900,18,1, 1,0
1900,18,1, 1,0
2150,18,2, 2,0
2550,18,3, 3,0
2700,18,4, 2,1
3900,18,2, 2,0
3495,18,4, 1,1
1850,18,2, 1,0
6300,18,5, 4,1
3000,18,3, 3,0
2500,18,1, 1,0
3200,18,1, 1,0
3600,18,2, 2,0
3600,18,2, 2,0
3400,18,2, 2,0
1000,18,1, 1,0
2000,18,3, 1,1
1036,18,1, 1,0
2392,18,3, 2,0
3500,18,3, 2,0
1925,18,2, 2,0
3000,18,1, 1,0
3250,18,3, 2,0
2000,18,1, 1,0
2050,18,2, 2,0
2350,18,3, 3,0
2500,18,4, 3,0
2490,18,3, 2,0
1950,18,2, 2,0
1495,18,1, 1,0
2995,18,2, 2,0
1450,18,2, 1,0
4900,18,2, 2,0
2450,18,1, 1,0
2450,18,1, 1,0
1549,18,1, 1,0
2500,18,2, 2,0
7000,18,2, 3,0
2350,18,4, 1,0
5400,18,3, 3,0
4200,18,2, 2,0
4150,18,2, 2,0
3900,18,1, 1,0
3900,18,1, 1,0
4500,18,2, 1,0
2750,18,2, 3,1
1850,18,1, 1,0
1925,18,2, 2,0
1500,18,1, 1,0
4500,18,2, 2,0
1750,18,1, 1,0
2000,18,2, 2,0
2500,18,3, 2,0
3580,18,3, 2,0
2500,18,2, 2,0
2400,18,2, 2,0
1950,18,2, 2,0
2550,18,3, 3,0
4645,18,3, 2,0
3580,18,1, 1,0
3500,18,1, 1,0
2700,18,1, 1,0
3980,18,2, 2,0
3400,18,1, 1,0
3980,18,3, 2,0
3580,18,2, 1,0
3360,18,2, 2,0
10000,18,5, 3,1
4250,18,2, 2,0
4500,18,2, 2,0
4500,18,2, 2,0
4200,18,2, 2,0
960,18,1, 1,0
3640,18,2, 1,0
2387,18,1, 1,0
2050,18,1, 1,0
4000,18,2, 3,0
5000,18,2, 3,0
5500,18,3, 4,0
6000,18,3, 4,0
15000,18,4, 5,0
2660,18,3, 2,0
6500,18,1, 2,0
2042,18,2, 1,0
2000,18,2, 2,0
2225,18,2, 2,0
1655,18,2, 2,0
1040,18,1, 1,0
996,18,1, 1,0
1000,18,1, 1,0
920,18,1, 1,0
2200,18,2, 2,0
2200,18,2, 2,0
1750,18,1, 1,0
1040,18,6, 6,0
928,18,6, 6,0
1120,18,6, 6,0
912,18,6, 6,0
1080,18,6, 6,0
1008,18,6, 6,0
1016,18,6, 6,0
896,18,6, 6,0
912,18,6, 6,0
1000,18,6, 6,0
1020,18,6, 6,0
1032,18,6, 6,0
1060,18,6, 6,0
1080,18,6, 6,0
1100,18,6, 6,0
1120,18,6, 6,0
1088,18,6, 6,0
1088,18,6, 6,0
2700,18,2, 2,0
2150,18,1, 1,0
6000,18,3, 3,0
500,18,1, 1,0
2595,18,4, 3,0
2024,18,2, 2,0
2172,18,2, 2,0
1899,18,1, 1,0
2505,18,3, 2,0
1850,18,1, 1,0
2100,18,2, 2,0
2242,18,2, 2,0
1877,18,1, 1,0
2473,18,2, 2,0
3800,18,3, 2,0
2264,18,2, 2,0
1975,18,1, 1,1
2300,18,2, 2,1
2550,18,2, 2,1
3000,18,3, 2,1
2600,18,1, 1,0
1040,18,1, 1,0
980,18,1, 1,0
1000,18,1, 1,0
1040,18,1, 1,0
1080,18,1, 1,0
1000,18,1, 1,0
1040,18,1, 1,0
1080,18,1, 1,0
1120,18,1, 1,0
1080,18,2, 2,0
944,18,3, 1,0
928,18,3, 1,0
936,18,3, 1,0
880,18,1, 1,0
916,18,3, 1,0
1080,18,6, 6,0
1080,18,6, 6,0
1008,18,8, 8,0
1032,18,7, 7,0
1128,18,4, 4,0
860,18,4, 4,0
1750,18,1, 1,0
3600,18,2, 1,0
2300,18,1, 1,0
2100,18,1, 1,0
3650,18,2, 2,0
3750,18,2, 2,0
2300,18,1, 1,0
3245,18,2, 2,0
3575,18,2, 2,0
5030,18,3, 3,1
2545,18,1, 1,1
3245,18,2, 2,1
4230,18,3, 2,0
15000,18,2, 3,0
4200,18,2, 2,0
4300,18,2, 2,0
3300,18,2, 2,0
3150,18,2, 2,1
6000,18,3, 3,0
3572,18,2, 2,0
4000,18,2, 2,0
4200,18,3, 2,0
2392,18,2, 2,0
3600,18,2, 2,0
6000,18,2, 3,1
2300,18,1, 1,0
3360,18,1, 1,0
2800,18,1, 1,0
2940,18,2, 2,0
2940,18,2, 2,0
2800,18,1, 2,0
2800,18,1, 1,0
3360,18,1, 2,0
3360,18,1, 2,0
3360,18,1, 2,0
3360,18,2, 1,0
3360,18,1, 2,0
3360,18,1, 1,0
3920,18,2, 2,0
3920,18,2, 2,0
4200,18,2, 2,0
3920,18,2, 2,0
3920,18,2, 2,0
4620,18,3, 2,0
3304,18,1, 1,0
3528,18,2, 2,0
1600,19,3, 1,0
2400,19,4, 2,0
1575,19,2, 1,0
1700,19,1, 1,0
1400,19,1, 1,0
1800,19,3, 1,0
2000,19,2, 1,1
1600,19,3, 1,0
2400,19,4, 2,0
1575,19,2, 1,0
1700,19,1, 1,0
1400,19,1, 1,0
1800,19,3, 1,0
2000,19,2, 1,1
2200,20,2, 1,0
1750,20,1, 1,0
2500,20,2, 2,0
2000,20,3, 2,0
2300,20,2, 1,0
2600,20,3, 4,0
2400,20,3, 1,0
2300,20,3, 2,0
1550,20,1, 1,0
1545,20,1, 1,0
1600,20,1, 1,0
2200,20,2, 2,0
1890,20,1, 1,0
2200,20,1, 1,0
2700,20,3, 2,1
1795,20,1, 1,0
1150,20,1, 1,0
1800,20,1, 1,0
2600,20,2, 2,0
2200,20,2, 1,0
1750,20,1, 1,0
2500,20,2, 2,0
2000,20,3, 2,0
2300,20,2, 1,0
2600,20,3, 4,0
2400,20,3, 1,0
2300,20,3, 2,0
1550,20,1, 1,0
1545,20,1, 1,0
1600,20,1, 1,0
2200,20,2, 2,0
1890,20,1, 1,0
2200,20,1, 1,0
2700,20,3, 2,1
1795,20,1, 1,0
1150,20,1, 1,0
1800,20,1, 1,0
2600,20,2, 2,0
1750,20,2, 1,0
1150,20,1, 1,0
1550,20,1, 1,0
1570,20,2, 1,0
2250,20,2, 2,0
1674,20,1, 1,0
1300,20,1, 1,0
2000,20,2, 2,0
1768,20,1, 1,0
1768,20,2, 1,1
1600,20,1, 1,0
2495,20,3, 2,0
2400,20,2, 2,0
1700,20,2, 2,0
2200,20,2, 1,0
1650,20,1, 1,1
1650,20,1, 1,1
1700,20,2, 2,0
1300,20,1, 1,0
1750,20,1, 1,0
2200,20,3, 2,0
1715,20,2, 1,0
2300,20,3, 2,0
1950,20,3, 3,0
1975,20,2, 3,0
1550,20,1, 1,0
1700,20,2, 2,0
1721,20,2, 1,0
1828,20,2, 1,0
1750,20,2, 2,0
1925,20,3, 3,0
1495,20,2, 1,0
2350,20,3, 2,0
1475,20,2, 2,0
1600,20,2, 2,0
3000,20,3, 3,0
2940,20,4, 2,1
2850,20,3, 2,0
2750,20,3, 1,0
3750,20,3, 2,0
2000,20,2, 1,0
2300,20,2, 1,0
2500,20,2, 2,0
1300,20,1, 1,0
2400,20,3, 2,0
1697,20,2, 1,0
2950,20,3, 2,1
1686,20,2, 2,0
4250,20,4, 1,0
1280,20,2, 1,0
2500,20,2, 2,0
1800,20,2, 2,0
1600,20,3, 1,0
4000,20,2, 2,0
1400,20,1, 1,0
600,20,1, 1,0
2200,20,3, 2,0
3750,20,4, 3,0
2300,20,3, 2,0
1000,20,1, 1,0
1000,20,1, 1,1
1850,20,1, 1,0
3250,20,3, 1,0
1800,20,2, 1,0
1450,20,2, 1,0
2000,20,2, 2,0
1800,20,2, 1,0
1700,20,1, 1,0
2600,20,2, 1,0
1900,20,1, 1,0
3800,20,5, 4,1
1260,20,2, 1,0
1300,20,1, 1,0
1600,20,1, 1,0
1600,20,1, 1,0
3500,20,3, 2,1
1925,20,2, 1,0
1460,20,1, 1,0
2000,20,2, 1,0
1687,20,3, 1,1
1569,20,1, 1,0
2000,20,3, 2,0
2400,20,4, 2,0
2200,20,2, 2,0
2100,20,2, 1,0
2549,20,2, 2,0
1490,20,1, 1,0
1850,20,1, 1,0
2450,20,2, 1,0
2400,20,2, 1,0
1950,20,2, 1,0
2200,20,2, 1,0
1550,20,2, 1,1
2900,20,2, 3,0
1800,20,1, 1,0
2200,20,2, 1,0
1730,20,2, 1,0
2100,20,3, 3,0
8000,20,4, 3,1
1987,20,1, 1,1
2400,20,2, 2,0
3495,20,4, 2,0
2000,20,2, 2,0
1800,20,2, 2,1
2850,20,3, 2,1
3300,20,3, 2,0
2999,20,2, 2,0
3300,20,3, 1,0
1999,20,2, 2,0
3822,20,4, 4,1
1737,20,2, 1,0
4000,20,4, 3,1
2200,20,2, 1,0
1300,20,1, 1,0
1567,20,1, 1,0
1872,20,2, 1,0
1510,20,1, 1,0
1900,20,2, 2,0
1800,20,2, 2,0
1700,20,2, 1,0
1695,20,1, 1,0
1685,20,2, 1,0
1600,20,2, 2,0
1357,20,1, 1,0
1900,20,2, 1,0
2200,20,2, 2,0
2450,20,3, 2,0
2500,20,3, 3,0
1750,20,1, 1,1
1200,20,1, 1,0
1900,20,1, 1,0
1950,20,2, 1,0
1600,20,2, 1,0
2200,20,2, 2,0
1961,20,1, 1,0
2000,20,2, 2,0
2819,20,3, 2,0
1747,20,2, 1,0
1100,20,1, 1,0
1401,20,1, 1,0
2400,20,2, 2,0
2300,20,2, 1,0
2400,20,2, 2,0
3300,20,3, 2,0
1883,20,2, 1,0
1878,20,2, 1,0
2200,20,1, 1,0
2280,20,3, 2,0
1700,20,2, 1,0
2300,20,3, 3,0
3640,20,3, 3,0
1850,20,2, 2,1
1400,20,1, 1,0
4500,20,4, 2,0
2350,20,2, 2,0
1800,20,2, 2,0
1701,20,1, 1,0
1766,20,1, 1,0
3000,20,2, 3,0
1600,20,2, 1,0
1800,20,2, 1,1
1800,20,2, 2,0
