price,location,bedroom_count,bathroom_count
2000,22,2, 1,1
1975,22,2, 1,0
1900,22,1, 1,0
1800,22,1, 1,0
1875,22,2, 1,0
2200,22,3, 2,0
2500,22,4, 2,0
1961,22,2, 1,1
1850,22,2, 1,0
1650,22,1, 1,0
2100,22,2, 1,0
2550,22,2, 2,0
1330,22,1, 1,0
1950,22,2, 1,0
1674,22,2, 1,0
2075,22,2, 2,0
2000,22,1, 1,0
1950,22,1, 1,0
2150,22,2, 2,0
1813,22,2, 2,0
1575,22,2, 1,0
1999,22,2, 2,0
3400,22,3, 2,0
1578,22,1, 2,0
1400,22,1, 1,0
1632,22,1, 1,1
1900,22,3, 3,0
2350,22,2, 3,0
2000,22,2, 1,0
1145,22,1, 1,0
2200,22,2, 1,0
1500,22,1, 1,0
1770,22,1, 1,0
1990,22,2, 2,0
2500,22,2, 2,0
2900,22,3, 2,0
2100,22,2, 2,0
1900,22,3, 3,0
3000,22,4, 4,0
2100,22,3, 2,1
1425,22,1, 1,0
1750,22,1, 1,0
1777,22,2, 1,0
1579,22,2, 1,0
1200,22,1, 1,0
1768,22,1, 1,0
1782,22,1, 1,0
1940,22,2, 2,0
1845,22,1, 1,0
2600,22,4, 1,0
1960,22,2, 2,0
1800,22,1, 1,0
1685,22,1, 1,0
2100,22,2, 1,1
1850,22,1, 1,0
1800,22,2, 2,0
2900,22,3, 2,1
1700,22,2, 2,0
1800,22,2, 2,0
1669,22,2, 2,0
2100,22,3, 1,1
3000,22,3, 2,1
1880,22,1, 1,0
2950,22,3, 1,1
2065,22,2, 1,0
2000,22,2, 2,0
1900,22,2, 2,1
4400,22,3, 3,0
1900,22,2, 1,0
4500,22,3, 2,0
1500,22,1, 1,0
1950,22,2, 1,0
2200,22,2, 2,0
2070,22,2, 2,0
2300,22,1, 1,1
2000,22,3, 1,1
2000,22,2, 1,0
1800,22,2, 2,0
1443,22,1, 1,0
2452,22,2, 2,0
1600,22,1, 1,0
1400,22,1, 1,0
1600,22,1, 1,0
3083,22,3, 2,1
2052,22,3, 2,0
2700,22,2, 2,0
1700,22,1, 2,0
2040,22,1, 1,0
1460,22,1, 1,0
2500,22,3, 2,1
1550,22,1, 1,0
3492,22,4, 1,0
2406,22,3, 1,0
2117,22,2, 1,0
5050,22,4, 2,1
2000,22,2, 1,0
1820,22,1, 1,0
1711,22,1, 1,0
1800,22,1, 1,0
3000,22,2, 3,0
2650,22,2, 3,0
1240,22,1, 1,0
2500,22,2, 2,1
1800,22,1, 1,0
2000,22,2, 2,0
1600,22,0, 1,0
2900,22,2, 2,0
2195,22,2, 1,0
2500,22,2, 1,0
1750,22,1, 1,0
1165,22,1, 1,0
950,22,1, 1,0
1450,22,1, 1,0
2250,22,2, 2,0
2690,22,2, 3,0
1580,22,1, 1,0
1750,22,2, 2,0
1600,22,1, 1,0
1750,22,1, 1,0
1845,22,1, 1,0
3580,22,2, 1,0
1800,22,1, 1,0
1935,22,2, 3,0
1752,22,1, 1,0
1500,22,1, 1,0
2450,22,3, 1,0
2500,22,2, 2,0
2700,22,2, 2,0
1500,22,2, 2,0
2100,22,3, 1,1
1600,22,1, 1,0
1685,22,2, 1,0
1726,22,3, 1,0
2150,22,2, 2,0
1673,22,2, 2,0
1600,22,1, 1,0
1595,22,2, 1,0
2999,22,2, 2,0
2150,22,3, 3,1
3850,22,2, 2,0
1667,22,2, 1,0
1785,22,2, 1,0
1775,22,2, 1,0
1400,22,1, 1,0
1710,22,2, 2,0
1304,22,1, 1,0
1599,22,2, 1,0
1800,22,2, 2,0
2044,22,2, 2,0
2100,22,3, 1,0
1883,22,1, 2,0
1892,22,3, 2,0
2347,22,3, 1,0
2216,22,4, 3,1
1500,22,1, 1,0
2750,22,3, 2,1
1600,22,2, 1,0
2000,22,2, 1,0
3037,22,4, 3,1
3200,22,2, 2,0
1250,22,1, 1,0
1614,22,2, 2,0
1900,22,2, 2,0
1600,22,1, 1,0
1612,22,1, 1,0
3500,22,2, 1,0
3500,22,2, 2,0
1900,22,2, 1,0
2650,22,2, 2,1
1400,22,1, 1,0
2300,22,2, 1,0
1850,22,1, 1,1
2500,22,4, 2,0
2000,22,3, 1,1
1695,22,1, 1,1
1500,22,1, 1,0
2000,22,2, 2,0
1800,22,2, 2,0
3350,22,3, 3,0
1395,22,1, 1,0
1900,22,1, 1,0
1800,22,1, 1,0
1500,22,1, 1,0
3450,22,3, 2,0
1800,22,2, 1,0
1700,22,1, 1,0
3700,22,4, 4,1
1400,22,1, 1,0
3700,22,2, 1,0
2000,22,1, 1,0
1900,22,2, 2,0
1997,22,2, 1,0
2700,22,2, 1,0
5000,22,2, 2,0
3771,22,4, 3,0
4000,22,3, 2,0
1730,22,2, 1,0
1450,22,1, 1,1
2000,22,2, 2,0
1239,22,2, 3,0
2232,22,2, 2,1
1890,22,2, 2,0
3500,22,4, 2,0
3000,22,2, 1,0
2000,22,2, 2,0
1875,22,3, 3,0
2400,22,2, 1,0
2100,22,2, 1,0
1200,22,1, 1,0
1200,22,1, 1,0
2150,22,2, 1,0
2000,22,2, 1,0
1200,22,1, 1,0
1600,22,1, 1,0
1700,22,1, 1,1
1750,22,2, 1,1
1500,22,1, 1,0
2000,22,3, 1,1
7000,22,3, 2,1
800,22,1, 1,0
2600,22,3, 2,1
2700,22,3, 1,0
7000,22,4, 2,1
2900,22,3, 1,1
2201,22,3, 3,0
4160,22,3, 2,1
1800,22,1, 1,0
1875,22,2, 2,0
2407,22,2, 1,0
2027,22,2, 2,0
1350,22,1, 1,0
2956,22,4, 2,0
1900,22,2, 2,0
2500,22,3, 2,1
3000,22,2, 2,0
6000,22,4, 3,1
2250,22,2, 2,0
1650,22,2, 2,1
1538,22,2, 2,0
1500,22,1, 1,0
1500,22,1, 1,0
2188,22,2, 2,0
2450,22,2, 1,1
3950,22,3, 3,1
1500,22,1, 1,0
1950,22,2, 1,0
2300,22,4, 2,0
2250,22,2, 1,0
1650,22,2, 1,0
3250,22,3, 2,1
2400,22,2, 2,0
1525,22,1, 1,0
1850,22,2, 2,0
1661,22,1, 1,0
2150,22,2, 2,1
1900,22,2, 3,0
2500,22,2, 1,0
3000,22,5, 3,0
5000,22,5, 3,1
2011,22,2, 1,0
3850,22,4, 2,0
2100,22,2, 2,0
2800,22,2, 2,1
3000,22,1, 1,1
2500,22,2, 1,0
1438,22,1, 1,0
2000,22,3, 1,0
2250,22,3, 3,0
3000,22,4, 3,1
1830,22,2, 1,0
2500,22,3, 1,0
2000,22,1, 1,0
1950,22,1, 1,0
2000,22,2, 2,0
1800,22,2, 1,0
2600,22,2, 2,0
1600,22,1, 1,1
1650,22,1, 1,0
3900,22,5, 3,1
4000,22,3, 2,0
2174,22,2, 2,0
1800,22,1, 1,0
1225,22,1, 1,0
3000,22,4, 3,0
1225,22,1, 1,0
2691,22,2, 2,0
2500,22,4, 3,1
2712,22,4, 2,1
1956,22,2, 1,0
1215,22,2, 1,0
1735,22,2, 1,0
1670,22,1, 1,0
1554,22,1, 1,0
1670,22,2, 1,0
1750,22,1, 1,0
2400,22,2, 2,0
1714,22,2, 1,0
2100,22,3, 1,0
2575,22,2, 1,0
1725,22,2, 1,0
2700,22,3, 2,0
1800,22,1, 1,0
2800,22,2, 1,0
3500,22,2, 2,0
2350,22,2, 2,0
2100,22,2, 1,0
3250,22,3, 3,0
1799,22,2, 2,0
1850,22,1, 1,0
2200,22,1, 1,0
2750,22,4, 2,1
1950,22,2, 2,0
1667,22,1, 1,0
1700,22,1, 1,0
2450,22,2, 2,0
1868,22,3, 1,0
2300,22,1, 1,0
1875,22,2, 1,1
2225,22,3, 3,0
2550,22,3, 1,0
1900,22,2, 1,0
4700,22,3, 3,1
4000,22,3, 3,1
1144,22,1, 1,0
2000,22,2, 2,0
1500,22,1, 1,0
2040,22,2, 1,0
3950,22,4, 3,1
2080,22,3, 1,0
1650,22,2, 2,0
2250,22,2, 1,0
1900,22,2, 2,0
2118,22,3, 2,0
2800,22,3, 2,0
6000,22,3, 4,0
1950,22,2, 2,0
3800,22,2, 2,0
3600,22,2, 2,0
2100,22,1, 1,1
2400,22,2, 2,0
3000,22,3, 3,0
1450,22,1, 1,1
1650,22,2, 1,0
3700,22,5, 4,1
2200,22,2, 1,1
1565,22,2, 1,0
1950,22,3, 1,1
1500,22,2, 1,0
2150,22,2, 1,0
2000,22,2, 1,0
2100,22,2, 1,0
3125,22,4, 3,1
2399,22,2, 2,1
1900,22,2, 2,0
1400,22,1, 1,0
1730,22,2, 1,0
2250,22,3, 2,0
4000,22,2, 3,0
1850,22,2, 1,0
7100,22,5, 5,1
7100,22,5, 5,1
2500,22,2, 1,0
2250,22,2, 2,0
1500,22,3, 1,0
3700,22,4, 2,1
4500,22,5, 4,1
2100,22,3, 3,0
2500,22,3, 1,0
2100,22,2, 2,0
3000,22,4, 2,0
1650,22,2, 2,0
2782,22,4, 4,0
2250,22,2, 1,0
1982,22,2, 1,0
4500,22,4, 4,0
1900,22,2, 2,0
3400,22,4, 2,0
2950,22,3, 3,0
2250,22,2, 1,0
2250,22,2, 2,0
1165,22,1, 1,0
1500,22,1, 1,0
2350,22,2, 1,0
3200,22,2, 2,0
3875,22,4, 3,0
2150,22,2, 1,0
2400,22,3, 2,0
1870,22,2, 1,1
2300,22,2, 2,0
9800,22,3, 2,0
2140,22,2, 1,0
11000,22,6, 4,1
2000,22,2, 2,0
15000,22,2, 3,0
2600,22,2, 1,0
2500,22,2, 2,0
1875,22,1, 1,0
1640,22,1, 1,1
2100,22,2, 1,0
1900,22,1, 2,0
3500,22,3, 1,0
2300,22,2, 1,0
2500,22,2, 3,0
2000,22,1, 2,0
1650,22,1, 1,0
2600,22,3, 2,0
2389,22,2, 1,0
2300,22,1, 1,0
1940,22,2, 2,0
2650,22,3, 2,0
2650,22,2, 2,1
2000,22,2, 1,0
4495,22,4, 2,1
1800,22,2, 1,0
2600,22,1, 1,0
1900,22,2, 1,0
1750,22,1, 1,0
2000,22,1, 1,0
1848,22,3, 1,1
3000,22,2, 2,0
1650,22,2, 1,1
3400,22,2, 2,0
1522,22,2, 2,0
2500,22,2, 1,0
1650,22,3, 3,0
2600,22,3, 3,0
1550,22,1, 1,0
1920,22,1, 1,1
1536,22,1, 1,0
1100,22,1, 1,0
2200,22,2, 2,0
2300,22,2, 2,0
2500,22,2, 2,0
3000,22,4, 2,1
2250,22,2, 1,0
5800,22,4, 5,1
2024,22,3, 3,0
1545,22,1, 1,0
1450,22,1, 1,0
2150,22,2, 1,0
3000,22,3, 2,1
1900,22,3, 3,0
3500,22,3, 3,0
2300,22,3, 1,0
2300,22,2, 1,0
3500,22,4, 4,0
3600,22,4, 4,0
2950,22,3, 2,0
2400,22,3, 3,0
1900,22,2, 1,0
3500,22,2, 2,1
1800,22,1, 1,0
9950,22,4, 3,1
10000,22,3, 4,0
2000,22,2, 2,0
2000,22,2, 1,0
1800,22,2, 2,0
1750,22,2, 2,1
2300,22,2, 2,0
2000,22,2, 1,0
1800,22,2, 1,0
1700,22,2, 1,1
1800,22,2, 2,0
1850,22,2, 1,1
1700,22,1, 1,0
2190,22,3, 2,0
6000,22,5, 3,0
5700,22,5, 4,1
4800,22,3, 4,0
2400,22,3, 3,0
3600,22,2, 2,0
2800,22,1, 1,0
1950,22,2, 1,1
2250,22,3, 1,0
1650,22,1, 1,0
1640,22,2, 1,0
4706,22,4, 3,1
1950,22,2, 2,0
4700,22,2, 2,0
2300,22,2, 1,0
1600,22,1, 1,0
2250,22,2, 2,0
2250,22,2, 2,0
6200,22,5, 4,1
2300,22,2, 2,1
1450,22,1, 1,0
2450,22,3, 1,1
1950,22,2, 2,0
1400,22,1, 1,0
2200,22,3, 2,1
1800,22,3, 1,0
1875,22,2, 2,0
2200,22,2, 2,0
2250,22,2, 1,0
1900,22,2, 1,0
1600,22,2, 1,1
2795,22,2, 2,0
2288,22,2, 2,0
1850,22,2, 2,0
3000,22,1, 1,0
1950,22,2, 1,0
950,22,1, 1,0
2350,22,2, 1,0
2100,22,2, 1,0
2000,22,2, 2,0
2400,22,2, 2,0
3500,22,4, 3,1
4995,22,3, 3,0
1900,22,1, 1,0
1550,22,2, 2,1
1800,22,3, 2,1
1600,22,1, 1,0
9950,22,4, 3,1
1750,22,1, 1,0
2200,22,3, 1,0
1799,22,1, 1,0
2025,22,2, 2,0
6500,22,2, 2,0
1400,22,2, 1,0
7500,22,4, 4,1
5500,22,5, 3,1
1698,22,1, 1,0
2100,22,2, 2,0
7250,22,3, 2,1
1925,22,1, 1,0
1850,22,1, 1,0
5000,22,4, 3,1
3750,22,3, 3,0
2500,22,2, 1,0
1599,22,1, 1,0
1200,22,1, 1,1
2000,22,2, 1,1
2000,22,3, 1,1
2000,22,2, 1,1
2990,22,3, 2,0
1775,22,3, 2,0
2200,22,2, 2,0
3600,22,1, 1,0
1900,22,2, 1,1
4600,22,2, 2,0
2500,22,3, 2,1
2450,22,1, 1,0
2900,22,2, 2,0
3900,22,3, 2,0
4500,22,3, 3,1
2800,22,1, 1,0
1550,22,1, 1,0
1550,22,1, 1,0
2040,22,2, 2,0
1675,22,1, 1,0
1950,22,2, 2,0
15000,22,5, 5,1
2000,22,2, 1,0
3750,22,4, 2,1
1280,22,1, 1,0
1875,22,2, 2,0
1800,22,1, 1,0
2195,22,2, 1,0
2100,22,3, 1,0
4500,22,1, 1,0
2629,22,4, 2,0
2700,22,2, 2,0
1950,22,1, 1,0
2025,22,2, 2,0
3100,22,3, 2,0
720,22,3, 3,0
880,22,2, 2,0
720,22,2, 2,0
880,22,2, 2,0
2800,22,2, 1,0
720,22,2, 2,0
1450,22,1, 1,0
1530,22,1, 1,1
2320,22,2, 2,0
7000,22,4, 3,1
3400,22,3, 2,0
2300,22,1, 1,0
2300,22,2, 2,0
1367,22,1, 1,0
1350,22,1, 1,1
1600,22,1, 1,0
3900,22,4, 1,1
1650,22,2, 2,1
1900,22,1, 1,0
2150,22,2, 1,1
1800,22,1, 1,0
3250,22,2, 2,0
1900,22,2, 1,0
1000,22,1, 1,0
1650,22,1, 1,0
1930,22,3, 3,0
2100,22,2, 2,0
1950,22,2, 2,0
1650,22,1, 1,0
4200,22,3, 2,0
3400,22,1, 1,0
6200,22,4, 3,0
2000,22,3, 1,0
2107,22,2, 2,0
1650,22,2, 1,0
2000,22,1, 1,0
2500,22,2, 2,0
3200,22,3, 2,0
4100,22,3, 2,0
9500,22,1, 7,0
4900,22,4, 5,0
1575,22,2, 2,0
1950,22,2, 2,0
3600,22,2, 4,0
5000,22,1, 2,1
1600,22,1, 1,0
2800,22,2, 1,0
1900,22,2, 1,0
1800,22,2, 1,0
8000,22,3, 3,0
1850,22,2, 2,0
2200,22,3, 2,0
2400,22,2, 2,0
2000,22,2, 2,0
1850,22,2, 2,0
2600,22,3, 3,0
1450,22,1, 1,0
1400,22,1, 1,0
1900,22,1, 1,0
2250,22,2, 2,1
3045,22,3, 3,0
3000,22,1, 1,0
1690,22,2, 1,0
3400,22,3, 3,1
950,22,1, 1,0
2500,22,2, 1,0
8500,22,3, 3,0
3500,22,2, 2,0
1650,22,2, 1,0
2335,22,2, 2,0
2850,22,3, 2,0
3500,22,3, 2,1
2000,22,1, 1,0
2325,22,2, 2,0
3000,22,3, 2,0
3600,22,2, 2,0
3400,22,1, 1,0
4500,22,3, 3,1
7500,22,7, 6,0
9500,22,5, 4,1
2200,22,2, 1,1
3600,22,1, 2,0
3750,22,2, 1,0
4100,22,1, 1,0
4050,22,2, 2,0
3900,22,1, 1,0
3900,22,1, 1,0
1900,22,1, 1,0
2150,22,2, 2,0
2550,22,3, 3,0
2700,22,4, 2,1
3900,22,2, 2,0
3495,22,4, 1,1
1850,22,2, 1,0
6300,22,5, 4,1
3000,22,3, 3,0
2500,22,1, 1,0
3200,22,1, 1,0
3600,22,2, 2,0
3600,22,2, 2,0
3400,22,2, 2,0
1000,22,1, 1,0
2000,22,3, 1,1
1036,22,1, 1,0
2392,22,3, 2,0
3500,22,3, 2,0
1925,22,2, 2,0
3000,22,1, 1,0
3250,22,3, 2,0
2000,22,1, 1,0
2050,22,2, 2,0
2350,22,3, 3,0
2500,22,4, 3,0
2490,22,3, 2,0
1950,22,2, 2,0
1495,22,1, 1,0
2995,22,2, 2,0
1450,22,2, 1,0
4900,22,2, 2,0
2450,22,1, 1,0
2450,22,1, 1,0
1549,22,1, 1,0
2500,22,2, 2,0
7000,22,2, 3,0
2350,22,4, 1,0
5400,22,3, 3,0
4200,22,2, 2,0
4150,22,2, 2,0
3900,22,1, 1,0
3900,22,1, 1,0
4500,22,2, 1,0
2750,22,2, 3,1
1850,22,1, 1,0
1925,22,2, 2,0
1500,22,1, 1,0
4500,22,2, 2,0
1750,22,1, 1,0
2000,22,2, 2,0
2500,22,3, 2,0
3580,22,3, 2,0
2500,22,2, 2,0
2400,22,2, 2,0
1950,22,2, 2,0
2550,22,3, 3,0
4645,22,3, 2,0
3580,22,1, 1,0
3500,22,1, 1,0
2700,22,1, 1,0
3980,22,2, 2,0
3400,22,1, 1,0
3980,22,3, 2,0
3580,22,2, 1,0
3360,22,2, 2,0
10000,22,5, 3,1
4250,22,2, 2,0
4500,22,2, 2,0
4500,22,2, 2,0
4200,22,2, 2,0
960,22,1, 1,0
3640,22,2, 1,0
2387,22,1, 1,0
2050,22,1, 1,0
4000,22,2, 3,0
5000,22,2, 3,0
5500,22,3, 4,0
6000,22,3, 4,0
15000,22,4, 5,0
2660,22,3, 2,0
6500,22,1, 2,0
2042,22,2, 1,0
2000,22,2, 2,0
2225,22,2, 2,0
1655,22,2, 2,0
1040,22,1, 1,0
996,22,1, 1,0
1000,22,1, 1,0
920,22,1, 1,0
2200,22,2, 2,0
2200,22,2, 2,0
1750,22,1, 1,0
1040,22,6, 6,0
928,22,6, 6,0
1120,22,6, 6,0
912,22,6, 6,0
1080,22,6, 6,0
1008,22,6, 6,0
1016,22,6, 6,0
896,22,6, 6,0
912,22,6, 6,0
1000,22,6, 6,0
1020,22,6, 6,0
1032,22,6, 6,0
1060,22,6, 6,0
1080,22,6, 6,0
1100,22,6, 6,0
1120,22,6, 6,0
1088,22,6, 6,0
1088,22,6, 6,0
2700,22,2, 2,0
2150,22,1, 1,0
6000,22,3, 3,0
500,22,1, 1,0
2595,22,4, 3,0
2024,22,2, 2,0
2172,22,2, 2,0
1899,22,1, 1,0
2505,22,3, 2,0
1850,22,1, 1,0
2100,22,2, 2,0
2242,22,2, 2,0
1877,22,1, 1,0
2473,22,2, 2,0
3800,22,3, 2,0
2264,22,2, 2,0
1975,22,1, 1,1
2300,22,2, 2,1
2550,22,2, 2,1
3000,22,3, 2,1
2600,22,1, 1,0
1040,22,1, 1,0
980,22,1, 1,0
1000,22,1, 1,0
1040,22,1, 1,0
1080,22,1, 1,0
1000,22,1, 1,0
1040,22,1, 1,0
1080,22,1, 1,0
1120,22,1, 1,0
1080,22,2, 2,0
944,22,3, 1,0
928,22,3, 1,0
936,22,3, 1,0
880,22,1, 1,0
916,22,3, 1,0
1080,22,6, 6,0
1080,22,6, 6,0
1008,22,8, 8,0
1032,22,7, 7,0
1128,22,4, 4,0
860,22,4, 4,0
1750,22,1, 1,0
3600,22,2, 1,0
2300,22,1, 1,0
2100,22,1, 1,0
3650,22,2, 2,0
3750,22,2, 2,0
2300,22,1, 1,0
3245,22,2, 2,0
3575,22,2, 2,0
5030,22,3, 3,1
2545,22,1, 1,1
3245,22,2, 2,1
4230,22,3, 2,0
15000,22,2, 3,0
4200,22,2, 2,0
4300,22,2, 2,0
3300,22,2, 2,0
3150,22,2, 2,1
6000,22,3, 3,0
3572,22,2, 2,0
4000,22,2, 2,0
4200,22,3, 2,0
2392,22,2, 2,0
3600,22,2, 2,0
6000,22,2, 3,1
2300,22,1, 1,0
3360,22,1, 1,0
2800,22,1, 1,0
2940,22,2, 2,0
2940,22,2, 2,0
2800,22,1, 2,0
2800,22,1, 1,0
3360,22,1, 2,0
3360,22,1, 2,0
3360,22,1, 2,0
3360,22,2, 1,0
3360,22,1, 2,0
3360,22,1, 1,0
3920,22,2, 2,0
3920,22,2, 2,0
4200,22,2, 2,0
3920,22,2, 2,0
3920,22,2, 2,0
4620,22,3, 2,0
3304,22,1, 1,0
3528,22,2, 2,0
1700,23,2, 2,0
1700,23,2, 2,0
1450,23,2, 1,0
1400,23,1, 1,0
1632,23,1, 1,1
2000,23,3, 1,1
1500,23,2, 2,0
1685,23,2, 1,0
1726,23,3, 1,0
1673,23,2, 2,0
2100,23,3, 1,0
1730,23,2, 1,0
1450,23,1, 1,1
1500,23,3, 1,0
2600,23,3, 3,0
1875,23,2, 2,0
1900,23,2, 1,1
1655,23,2, 2,0
1700,23,2, 2,0
1700,23,2, 2,0
1450,23,2, 1,0
1400,23,1, 1,0
1632,23,1, 1,1
2000,23,3, 1,1
1500,23,2, 2,0
1685,23,2, 1,0
1726,23,3, 1,0
1673,23,2, 2,0
2100,23,3, 1,0
1730,23,2, 1,0
1450,23,1, 1,1
1500,23,3, 1,0
2600,23,3, 3,0
1875,23,2, 2,0
1900,23,2, 1,1
1655,23,2, 2,0
